Intersection,Latitude,Longitude,District,County,AnnualEst,logAnnualEst,PopT,WalkComT,HseHldT,PrincArt,MinorArt,Collector,Int4way,SchoolsT,Signal,MaxSlope,EmpSF_T,EmpT,StMetersT,StSegT
Grand & Hwy 101 SB,35.29237,-120.6533,5,San Luis Obispo,135650,11.81783,199.4852,17.52437,64.14471,0,0,0,1,0,0,0.0506,13750,18,11574.86,181
Grand & Hwy 101 NB,35.2914,-120.6533,5,San Luis Obispo,205834,12.23483,196.7913,12.49107,69.06571,0,0,0,1,0,1,0.036,13750,32,11794.51,182
Grand & Mill,35.28954,-120.6526,5,San Luis Obispo,102347,11.53612,192.3517,7.526178,69.32767,0,1,0,0,0,0,0.0274,70000,129,10009.69,162
Grand & Monterey,35.28863,-120.6517,5,San Luis Obispo,150109,11.91912,187.6948,7.328674,67.67552,0,2,0,0,0,0,0.0445,113750,175,9388.667,134
Morro & Higuera,35.28058,-120.6617,5,San Luis Obispo,5219376,15.46789,140.0875,18.37534,72.48703,0,1,0,1,0,1,0.0218,1690000,2400,10045.33,107
Osos & Higuera,35.28112,-120.6608,5,San Luis Obispo,2306261,14.65114,144.5869,18.39183,74.68308,0,1,0,1,0,1,0.0276,1445000,3144,9814.854,106
Nipomo & Higuera,35.27816,-120.6657,5,San Luis Obispo,1138588,13.9453,145.704,18.59992,76.28151,0,1,0,1,0,1,0.0221,571250,841,9322.243,88
Higuera & Marsh,35.27475,-120.6694,5,San Luis Obispo,140259,11.85125,170.6445,16.43305,86.20022,0,2,0,1,0,1,0.0187,160000,2355,9663.013,115
Higuera & High,35.27219,-120.6698,5,San Luis Obispo,34286,10.44249,196.7491,13.17884,92.15395,0,1,1,0,0,1,0.0109,102500,231,9835.882,135
Higuera & South,35.26952,-120.6703,5,San Luis Obispo,146167,11.89251,151.199,10.45801,69.64459,1,0,0,1,0,1,0.0096,267500,481,7252.949,98
Broad & Higuera,35.27891,-120.6645,5,San Luis Obispo,3804647,15.15173,140.562,18.52674,73.3338,0,1,0,1,0,1,0.0202,692500,1097,9245.535,94
Higuera & Madonna,35.26825,-120.6704,5,San Luis Obispo,90138,11.4091,94.38283,6.950845,43.77905,1,1,0,0,0,1,0.0054,216250,259,6726.416,90
Higuera & Margarita,35.25712,-120.6686,5,San Luis Obispo,108590,11.59533,36.99195,0.4776066,18.29834,0,1,0,0,0,1,0.0168,422500,532,5740.128,77
Higuera & Prado,35.25462,-120.669,5,San Luis Obispo,123166,11.72129,44.57319,0.7395617,22.04749,0,2,0,1,0,1,0.0155,122500,2335,4708.79,55
Santa Rosa & Walnut,35.28591,-120.6629,5,San Luis Obispo,164276,12.0093,196.4156,18.64894,97.17448,1,0,0,1,0,1,0.0754,168750,213,11256.35,155
Higuera & Granada,35.25114,-120.6711,5,San Luis Obispo,115076,11.65335,62.03392,0.8417715,28.3965,0,1,0,0,0,0,0.0085,226250,493,5521.2,66
Higuera & Tank Farm,35.2468,-120.6737,5,San Luis Obispo,102410,11.53674,60.56066,0.7493926,25.96568,0,1,0,1,0,1,0.0055,110000,162,9105.465,113
Higuera & Suburban,35.24404,-120.6753,5,San Luis Obispo,98637,11.4992,59.53584,0.6948157,24.56151,0,1,0,0,1,1,0.0091,135000,306,7491.511,91
Higuera & Vachell,35.2431,-120.6759,5,San Luis Obispo,26714,10.19294,57.66675,0.6680847,23.89198,0,2,0,0,1,0,0.0021,83750,143,6532.686,77
Higuera & Los Osos Valley,35.24204,-120.6766,5,San Luis Obispo,36988,10.51835,54.42498,0.6188578,22.77954,0,1,0,0,1,1,0.02,308750,220,6172.355,74
Broad & Pacific,35.27741,-120.6632,5,San Luis Obispo,414662,12.93522,178.0657,11.84016,81.78671,0,1,0,1,0,0,0.024,458750,533,9965.235,95
Johnson & Higuera,35.28363,-120.6566,5,San Luis Obispo,324928,12.69136,208.2519,17.54764,112.6287,0,1,0,1,0,0,0.055,525000,734,9131.07,111
Johnson & Marsh,35.28298,-120.6559,5,San Luis Obispo,264112,12.48413,211.8508,14.54862,105.2156,0,2,0,1,0,1,0.0178,433750,508,8722.409,99
Johnson & San Luis Dr,35.28045,-120.652,5,San Luis Obispo,50310,10.82596,65.43747,2.419904,27.10234,0,2,0,0,0,1,0.0886,0,14,5152.888,66
Johnson & Ella,35.27738,-120.649,5,San Luis Obispo,79672,11.28567,34.04195,0.8121341,13.16334,0,1,0,1,1,1,0.0714,361250,653,4900.178,61
Santa Rosa & Mill,35.2843,-120.6614,5,San Luis Obispo,363258,12.80287,171.3215,19.12458,94.11965,0,1,0,1,0,1,0.0275,422500,3220,10787.03,128
Johnson & Bishop,35.2743,-120.6463,5,San Luis Obispo,103636,11.54864,62.44834,1.234318,26.2625,0,1,0,1,0,1,0.0743,483750,661,5623.132,58
Johnson & Sydney,35.27154,-120.6439,5,San Luis Obispo,52912,10.87639,92.71651,1.686872,40.20829,0,1,0,1,0,0,0.0938,1250,2,6872.35,79
Johnson & Laurel,35.2683,-120.6383,5,San Luis Obispo,64423,11.07323,126.5528,2.340953,49.74042,0,1,0,0,0,1,0.0773,8750,20,6110.61,65
Broad & Pismo,35.27661,-120.6624,5,San Luis Obispo,253471,12.443,185.4553,10.57271,83.54272,0,1,1,1,0,1,0.0505,191250,263,9908.067,89
Johnson & Southwood,35.26495,-120.6358,5,San Luis Obispo,35093,10.46576,155.9273,2.904527,58.53987,0,1,0,1,0,0,0.0803,11250,21,6195.592,75
Johnson & Orcutt,35.26144,-120.6358,5,San Luis Obispo,139353,11.84477,169.2476,3.130997,63.57621,0,1,1,0,0,0,0.0719,1250,5,3886.896,52
Los Osos & Descanso,35.26489,-120.6999,5,San Luis Obispo,33148,10.40874,60.61848,0.3622056,20.81259,1,0,0,1,0,1,0.0373,1250,4,7874.253,88
Los Osos & Prefumo Canyon,35.26352,-120.6983,5,San Luis Obispo,24152,10.09212,61.51026,0.641401,21.60328,2,0,0,0,1,0,0.0155,0,0,7963.919,94
Los Osos & Laguna,35.26196,-120.6966,5,San Luis Obispo,149166,11.91282,63.30738,0.9410823,22.77457,1,0,0,0,1,1,0.0353,6250,16,6616.486,78
Los Osos & Oceanaire,35.25985,-120.6941,5,San Luis Obispo,71031,11.17087,63.08381,0.9350435,22.67901,1,0,0,0,0,0,0.0277,0,3,6479.038,64
Santa Rosa & Palm,35.28349,-120.6607,5,San Luis Obispo,606435,13.31535,171.1053,19.12637,93.98719,0,1,0,1,0,1,0.068,4.00E+05,3921,9453.056,103
Los Osos & Royal,35.25859,-120.6926,5,San Luis Obispo,260449,12.47016,62.62871,0.922751,22.48448,1,0,0,1,0,1,0.0179,137500,105,6649.801,58
Los Osos & Garcia,35.25391,-120.6886,5,San Luis Obispo,27451,10.22016,70.72998,0.6130116,23.18383,1,0,0,0,1,0,0.0124,1250,10,4813.725,43
Los Osos & Froom Rnch,35.25255,-120.6877,5,San Luis Obispo,113098,11.63601,72.44154,0.7357763,24.31555,1,0,0,1,1,1,0.0147,296250,485,3916.465,37
Los Osos & Auto Park,35.24988,-120.6852,5,San Luis Obispo,71372,11.17566,72.30167,0.7257439,24.22306,1,0,0,0,0,0,0.0113,65000,154,1633.478,16
Broad & Buchon,35.27584,-120.6617,5,San Luis Obispo,167242,12.0272,185.0987,10.56589,83.33511,0,1,1,1,0,0,0.0491,75000,128,9962.899,89
Los Osos & Calle Joaquin,35.24673,-120.6831,5,San Luis Obispo,27049,10.20541,72.21385,0.719445,24.165,1,0,0,1,0,1,0.0075,90000,231,4942.685,57
Los Osos & Hwy 101 SB,35.24593,-120.6828,5,San Luis Obispo,14984,9.614738,75.02008,0.820089,26.06055,0,0,0,1,0,1,0.0068,32500,38,5279.758,60
Los Osos & Hwy 101 NB,35.24348,-120.6816,5,San Luis Obispo,33179,10.40967,94.61904,1.098451,39.46813,0,1,0,0,0,1,0.0235,25000,30,7914.38,92
Hwy 101 NB & Madonna,35.26652,-120.6729,5,San Luis Obispo,50343,10.82661,63.92793,3.962815,29.2523,0,0,0,1,0,1,0.0105,0,407,6836.402,82
Santa Rosa & Monterey,35.28259,-120.6599,5,San Luis Obispo,1098525,13.90948,171.1693,19.12584,94.02639,0,2,0,1,0,1,0.0685,410000,4254,10061.58,107
El Mercado & Madonna,35.26243,-120.6784,5,San Luis Obispo,77720,11.26087,19.9502,0,8.725926,0,1,0,0,0,1,0.0162,482500,729,3134.543,35
Dalidio & Madonna,35.26136,-120.6801,5,San Luis Obispo,56136,10.93553,41.24202,0.1283828,13.40118,0,1,0,1,0,1,0.0079,222500,526,2081.513,25
Oceanaire & Madonna,35.25938,-120.6843,5,San Luis Obispo,121452,11.70727,52.95518,0.2111736,15.99546,0,1,0,1,0,1,0.0097,0,4,6124.419,50
Perieria & Madonna,35.25718,-120.6894,5,San Luis Obispo,35745,10.48417,53.52882,0.2365097,16.29211,0,1,0,0,0,0,0.003,243750,345,8972.155,77
Los Osos & Madonna,35.25665,-120.6907,5,San Luis Obispo,161403,11.99166,65.9193,0.7712878,22.63443,2,0,0,1,0,1,0.0131,303750,399,8159.152,71
Broad & High,35.2722,-120.6585,5,San Luis Obispo,79531,11.2839,202.3794,7.508884,84.31864,0,1,0,1,1,0,0.0262,38750,80,8947.416,101
Morro & Marsh,35.27982,-120.661,5,San Luis Obispo,2004425,14.51087,155.9077,14.7536,73.50768,0,1,0,1,0,1,0.0151,1403750,2008,9914.79,107
Nipomo & Marsh,35.27737,-120.665,5,San Luis Obispo,392621,12.8806,182.5142,15.49654,90.82931,0,1,0,1,0,1,0.0341,532500,746,8972.078,82
Osos & Marsh,35.28037,-120.6601,5,San Luis Obispo,950173,13.7644,170.6429,14.86701,80.75212,0,2,0,1,0,1,0.0175,1173750,1694,9876.67,106
Laurel & Orcutt,35.2614,-120.6435,5,San Luis Obispo,174452,12.0694,236.6779,5.683147,93.32117,0,1,1,0,0,1,0.033,42500,149,4373.958,45
Broad & Orcutt,35.26136,-120.65,5,San Luis Obispo,195648,12.18407,84.16225,5.335797,36.23997,1,1,0,0,0,1,0.0732,330000,908,4838.734,51
Orcutt & Tank Farm,35.25029,-120.6252,5,San Luis Obispo,20640,9.934986,6.558834,0.02565385,2.163475,0,1,1,0,0,0,0.0093,0,4,2806.68,24
Euclid  & 1st,33.74506,-117.9375,12,Orange,477394,13.0761,449.09,0.3549393,106.633,2,0,0,1,0,1,0.0097,27500,39,9096.674,149
Fairview  & MacArthur,33.69999,-117.9076,12,Orange,205674,12.23405,136.1501,3.666977,35.57613,2,0,0,1,0,1,0.0052,521250,521,8077.697,80
Bristol  & Warner,33.71621,-117.8853,12,Orange,526883,13.17473,401.4916,0,78.25399,2,0,0,1,0,0,0.0072,192500,306,7513.7,69
Bristol  & Segerstrom,33.70752,-117.8855,12,Orange,264076,12.48399,427.2011,0.9571002,98.37061,2,0,0,1,0,0,0.0084,161250,232,9960.027,111
Flower  & McFadden,33.73449,-117.8765,12,Orange,403786,12.90864,718.8205,3.085155,134.0908,0,2,0,1,0,0,0.0098,7500,11,8387.58,94
Flower  & Segerstrom,33.7096,-117.8769,12,Orange,1052640,13.86681,516.3566,2.754983,106.3948,2,0,0,1,1,1,0.0058,0,4,10023.59,91
Flower  & MacArthur,33.69992,-117.877,12,Orange,366181,12.81088,431.982,4.769588,143.5994,2,0,0,1,0,0,0.0041,1250,6,9928.719,119
ain  & Mainplace,33.77274,-117.8674,12,Orange,248386,12.42274,156.6695,9.051474,60.40991,1,0,0,1,0,1,0.0191,1003750,1016,9955.737,160
Main  & Civic Center,33.75061,-117.8676,12,Orange,819029,13.61587,391.0051,8.616918,97.69013,1,1,0,1,0,1,0.0151,376250,1095,12295.75,209
Newhope  & McFadden,33.73821,-117.9287,12,Orange,1056870,13.87082,395.431,2.773083,98.57476,0,2,0,1,0,1,0.007,2500,4,8041.413,107
Main  & 1st,33.74541,-117.8676,12,Orange,1089078,13.90084,557.0409,20.67825,174.7357,2,0,0,1,0,0,0.0085,275000,424,13352.05,206
Main  & Chestnut,33.74243,-117.8677,12,Orange,785919,13.57461,663.9741,13.15114,182.0689,1,0,1,1,0,0,0.0102,65000,138,12909.43,171
Raitt  & 4th,33.74771,-117.8931,12,Orange,245032,12.40914,383.0266,2.641696,67.68047,0,1,0,0,0,0,0.0104,2500,130,9527.336,88
Main  & McFadden,33.73454,-117.8677,12,Orange,1020517,13.83582,484.051,2.059571,99.20959,1,1,0,1,0,0,0.0128,183750,445,10275.64,106
Main  & Edinger,33.72725,-117.8678,12,Orange,759219,13.54005,575.0262,2.744199,96.66733,2,0,0,1,0,0,0.0121,142500,165,11313.6,106
Main  & MacArthur,33.70009,-117.8682,12,Orange,565556,13.24556,222.6574,1.509761,60.53527,2,0,0,1,0,0,0.0139,67500,126,11206.13,131
Santiago  & Santa Ana,33.75237,-117.8579,12,Orange,475118,13.07132,473.5092,6.94316,117.1895,1,0,0,1,0,0,0.0122,41250,226,10547.72,137
arbor  & Westminster,33.75979,-117.9203,12,Orange,1310294,14.08576,299.1799,5.083912,61.86777,2,0,0,1,0,0,0.0197,177500,297,9151.255,109
r & 17th,33.75992,-117.8519,12,Orange,643710,13.375,204.0311,1.992636,59.95945,2,0,0,1,0,0,0.0089,138750,324,5973.072,66
Gr & Chestnut,33.74256,-117.8503,12,Orange,1620267,14.2981,88.57451,0.6140064,21.99479,1,1,0,1,1,0,0.0097,68750,87,8904.491,112
Gr & McFadden,33.73366,-117.8504,12,Orange,1771089,14.38711,60.86746,0,13.76741,1,1,0,1,0,0,0.0086,73750,235,3910.998,41
Tustin  & 17th,33.75988,-117.8343,12,Orange,384680,12.86017,216.0173,2.545815,76.18489,2,0,0,1,0,1,0.0175,661250,944,9905.027,138
Euclid  & McFadden,33.73816,-117.9374,12,Orange,1032874,13.84786,394.2436,0.581167,90.28716,1,1,0,1,2,0,0.0039,22500,48,8704.645,119
Raitt  & 1st,33.74541,-117.8931,12,Orange,405001,12.91164,348.5447,2.469753,61.50518,1,1,0,1,0,1,0.0139,61250,65,9593.228,89
Harbor  & McFadden,33.73821,-117.9201,12,Orange,1469003,14.20009,429.105,5.820527,100.6746,1,1,0,1,0,0,0.0137,330000,416,9333.098,114
Harbor  & Segerstrom,33.70875,-117.9197,12,Orange,105376,11.56529,139.6661,1.512388,42.12398,1,1,0,1,0,1,0.0111,283750,613,8437.371,81
Harbor  & MacArthur,33.70197,-117.9196,12,Orange,192978,12.17033,115.7018,2.37483,31.70117,2,0,0,1,0,0,0.0141,231250,625,10115.2,109
airview  & Westminster,33.75985,-117.9028,12,Orange,882417,13.69042,353.1995,5.591159,77.83381,2,0,0,1,0,0,0.0187,40000,96,7461.672,93
Fairview  & 1st,33.74526,-117.9052,12,Orange,1400366,14.15224,608.1873,1.318537,122.5462,2,0,0,1,0,0,0.01,28750,85,11934.48,157
Bear  & MacArthur,33.69996,-117.8922,12,Orange,196787,12.18988,295.2352,4.791245,137.0374,1,1,0,1,0,0,0.0049,0,0,7317.825,78
Bristol  & 1st,33.74541,-117.8853,12,Orange,1433376,14.17554,600.4909,6.235588,117.511,2,0,0,1,0,1,0.0118,107500,211,10663.91,109
Bristol  & McFadden,33.73445,-117.885,12,Orange,2337330,14.66452,724.5682,3.168029,124.8378,1,1,0,1,0,0,0.0138,105000,288,8564.101,105
Bristol  & MacArthur,33.70006,-117.8854,12,Orange,738906,13.51293,451.1644,10.02849,180.1652,2,0,0,1,0,0,0.0098,556250,545,7344.791,82
Raitt  & McFadden,33.73446,-117.894,12,Orange,1171571,13.97386,691.8348,0,121.4779,0,2,0,1,1,0,0.0096,0,123,8058.136,78
roadway  & 17th,33.76003,-117.8697,12,Orange,710766,13.4741,672.4562,32.03967,153.7904,1,1,0,1,0,0,0.0154,261250,811,10613.08,101
ain  & 17th,33.76003,-117.8676,12,Orange,1207539,14.00409,1032.447,29.80454,240.2856,2,0,0,1,0,1,0.0069,312500,435,11568.28,138
Halladay  & Warner,33.71597,-117.8593,12,Orange,137116,11.82858,363.9179,1.885186,72.1431,1,1,0,0,0,0,0.0041,0,0,6876.677,61
Fairview  & Civic Center,33.75149,-117.9031,12,Orange,731288,13.50256,489.0622,0.9490292,82.55703,1,1,0,0,0,0,0.014,7500,582,7394.135,68
Halladay  & Dyer,33.70859,-117.8595,12,Orange,45705,10.72996,88.87144,2.235334,25.06283,1,1,0,0,0,0,0.0083,51250,224,6860.595,67
r & Fairhaven,33.77331,-117.8529,12,Orange,387273,12.86689,381.164,5.77023,128.0079,1,0,0,1,0,0,0.0067,95000,164,7387.947,91
Gr & 1st,33.74541,-117.8518,12,Orange,769360,13.55331,117.2571,1.249632,30.51184,2,0,0,1,0,1,0.0081,58750,246,8766.394,122
ustin  & Fairhaven rev1,33.77327,-117.8358,12,Orange,145210,11.88594,348.6249,9.961118,88.62508,1,1,0,1,0,0,0.0102,61250,101,8328.758,105
yl & MacArthur,33.70188,-117.9258,12,Orange,58916,10.98387,92.69203,0.8810909,27.26908,1,0,1,0,0,0,0.0197,6250,8,6857.974,77
Raitt  & Edinger,33.72719,-117.8941,12,Orange,2293067,14.6454,529.4482,0,97.22192,1,1,0,1,0,1,9.00E-04,10000,23,7174.623,76
Harbor  & Sunflower,33.69564,-117.9196,12,Orange,95070,11.46237,92.2142,1.53451,28.41276,1,0,1,1,0,0,0.0133,50000,159,10713.75,151
Fairview  & Sunflower,33.69579,-117.9076,12,Orange,139258,11.84408,104.7469,2.355331,30.83983,1,1,0,1,1,0,0.0132,32500,40,7751.418,64
Bear  & Sunflower,33.69412,-117.8922,12,Orange,119172,11.68832,231.4011,2.797117,87.45254,0,2,0,1,0,0,0.0025,66250,50,8241.362,124
Bristol  & Sunflower,33.69428,-117.8854,12,Orange,555693,13.22797,465.4535,20.50305,163.4199,1,1,0,1,0,0,0.0047,878750,540,6930.926,84
Fairview  & McFadden,33.73451,-117.9066,12,Orange,3412680,15.04301,804.7399,9.432097,155.8818,1,1,0,1,0,1,0.004,20000,49,9471.169,84
Flower  & Sunflower,33.6942,-117.8771,12,Orange,455266,13.02864,479.0481,17.30861,157.7913,1,1,0,1,0,0,0.0045,6250,13,7865.543,100
lassell  & La Veta,33.78061,-117.8531,12,Orange,169445,12.04028,274.8102,2.438786,117.6495,1,1,0,1,1,0,0.0099,85000,164,8599.717,98
lassell  & SR-22 WB Off-Ramps,33.77616,-117.853,12,Orange,79002,11.27723,223.7491,0.5272288,94.70149,0,0,0,0,0,0,0.0544,1250,4,6963.094,95
lassell  & SR-22 EB On-Ramps,33.77507,-117.853,12,Orange,87036,11.37408,194.9026,0,86.91188,0,0,0,1,0,0,0.0143,88750,104,6882.183,88
ristol  & 17th,33.76003,-117.885,12,Orange,2891470,14.87728,361.0525,4.144423,94.24859,2,0,0,1,0,1,0.0061,280000,278,7963.964,67
ambridge  & La Veta,33.78055,-117.8444,12,Orange,61594,11.02832,291.8124,4.063369,104.8641,0,2,0,0,0,0,0.0109,2500,4,7039.951,67
ambridge  & Fairhaven,33.77331,-117.8444,12,Orange,28119,10.2442,187.4686,1.442216,70.51343,0,2,0,0,0,0,0.0123,1250,2,11473.91,211
ustin  & La Veta,33.77949,-117.8358,12,Orange,174072,12.06722,358.5637,5.313662,120.1094,1,0,0,1,0,1,0.007,92500,243,8383.395,102
ustin  & SR-22 WB On-Ramp,33.77768,-117.8358,12,Orange,25441,10.14412,309.1134,3.839171,93.57406,0,0,0,0,0,0,0.0181,108750,64,9046.097,115
ustin  & SR-22 EB Off-Ramp,33.77581,-117.8359,12,Orange,88375,11.38934,260.6591,2.830884,67.39681,0,0,0,1,0,0,0.0098,70000,84,10290.77,118
Flower  & Santa Ana,33.74799,-117.8765,12,Orange,914570,13.72621,605.4912,8.57633,112.5616,1,1,0,1,0,1,0.0096,240000,1842,10692.49,162
Fairview  & Edinger,33.72735,-117.9062,12,Orange,1937406,14.47686,231.9419,0.7785339,42.72545,2,0,0,1,0,0,0.0119,110000,175,9757.411,70
Main  & Santa Ana,33.74972,-117.8676,12,Orange,928638,13.74147,403.8971,8.801816,115.5499,2,0,0,1,0,1,0.0143,673750,1259,12291.95,210
Main  & 4th,33.748,-117.8676,12,Orange,2131302,14.57224,422.3397,9.076614,139.7362,1,0,0,1,0,0,0.0126,830000,1051,13173.89,230
Breeden  & 4th,33.74804,-117.8564,12,Orange,277683,12.53424,316.3177,0.2627688,71.93298,1,0,0,0,0,0,0.0052,40000,465,9870.338,139
Bristol  & Civic Center,33.75149,-117.8851,12,Orange,590394,13.28855,625.593,6.733837,96.83598,1,1,0,1,0,0,0.0082,102500,149,10412.63,97
Fairview  & Warner,33.71513,-117.9079,12,Orange,403732,12.90851,253.9206,2.533329,57.42097,2,0,0,1,0,1,0.0036,322500,411,8667.627,89
Bristol  & Santa Ana,33.66652,-117.8821,12,Orange,1373705,14.13302,106.7147,1.535396,47.51866,1,0,0,1,0,1,0.0086,271250,463,9235.092,88
Newhope  & Hazard,33.75246,-117.9289,12,Orange,229527,12.34378,508.2451,2.596492,106.4784,0,2,0,1,1,1,0.0067,0,0,7366.344,95
N. Crawford Ave & E. Saginaw,36.55264,-119.3769,6,Tulare,64975,11.08176,116.8835,0.8008429,35.43743,0,1,1,1,1,0,0.0034,1250,44,5958.673,58
S. Crawford Ave & E. Sierra Way,36.53822,-119.3768,6,Tulare,70882,11.16877,139.3727,0.0843383,33.80423,0,1,1,1,1,0,0.0032,0,65,7548.63,68
Farmersville Blvd & Front St,36.30468,-119.2071,6,Tulare,94637,11.4578,176.7692,0.4400544,38.88629,0,0,1,1,0,0,0.0156,27500,54,7870.372,71
Farmersville Blvd & Ash St,36.30177,-119.2071,6,Tulare,109197,11.60091,270.343,0.2264536,57.65608,0,0,1,1,0,0,0.0045,111250,146,9341.396,93
Visalia Rd &  Steven Ave,36.29781,-119.2134,6,Tulare,17778,9.785717,107.6092,1.984013,29.27211,0,0,1,1,0,0,0.0029,2500,6,5829.951,48
Farmersville Blvd & E. Citrus Dr,36.30796,-119.207,6,Tulare,53385,10.88529,100.6675,0.4416911,24.31996,0,1,0,1,0,0,0.0068,0,0,4449.277,41
Farmersville Blvd & W. Citrus Dr,36.30755,-119.2071,6,Tulare,80005,11.28984,100.4883,0.4335395,24.34726,0,1,0,0,0,0,0.0093,0,12,4876.354,45
Visalia Rd &  Oakview Ave,36.29782,-119.1967,6,Tulare,2426,7.794,91.07354,0.02161407,20.45448,0,0,1,1,0,0,4.00E-04,0,2,3839.54,27
Visalia Rd & Shasta Ave,36.2978,-119.2105,6,Tulare,9706,9.1805,288.9831,6.993825,77.66446,0,1,0,1,0,0,0.0046,46250,43,7436.621,73
S. Alta Ave & Tulare St.,36.53752,-119.395,6,Tulare,2426,7.794,91.94595,1.231726,25.69717,0,0,1,0,0,0,0.0034,91250,204,5793.6,57
Visalia Rd & Hester Ave,36.2978,-119.2008,6,Tulare,29119,10.27915,92.50556,0.02124199,20.77115,0,1,0,0,0,0,0.0039,40000,38,4616.683,35
Farmersville Blvd & Terry Ave,36.3182,-119.2069,6,Tulare,2426,7.794,9.223319,0.04247581,2.445393,0,0,0,0,0,0,0.0219,0,0,3529.37,21
Lindmore St & Mirage Ave,36.19619,-119.0866,6,Tulare,14512,9.582731,70.25334,0.3038347,18.39888,0,1,1,1,0,0,0.0082,12500,16,4134.572,20
Tulare Rd & Foothill Ave,36.21079,-119.0736,6,Tulare,295090,12.59504,128.2571,0.718633,31.99681,0,1,1,1,0,0,0.0104,0,0,5620.285,45
Parkside Ave & Hickory St,36.21783,-119.0916,6,Tulare,4837,8.48405,39.68123,0.07357682,12.55367,0,1,0,1,0,0,0.005,0,0,3743.058,40
Hermosa St & Westwood Ave,36.20317,-119.1,6,Tulare,135865,11.81942,48.36619,0.752953,14.58341,0,1,0,1,1,0,0.0104,0,83,6445.592,54
Hermosa St & Sweet Brier Ave,36.20456,-119.0926,6,Tulare,43537,10.68137,206.1246,0.4542976,47.12537,0,1,0,1,0,0,0.011,45000,75,9471.45,89
N. Alta Ave & E. Saginaw,36.55311,-119.3951,6,Tulare,33861,10.43002,136.2065,0.2596255,42.28399,1,0,1,0,0,1,0.006,240000,215,5954.75,46
Newcomb & Mulberry,36.08399,-119.0528,6,Tulare,79742,11.28655,147.0748,0.307782,39.37752,0,1,0,1,1,0,0.0072,2500,7,6836.171,64
Prospect & Morton,36.07329,-119.0439,6,Tulare,26605,10.18885,133.7606,0,35.21498,0,1,1,1,0,1,0.0068,58750,218,6036.528,58
Westfield & Westwood,36.08759,-119.0708,6,Tulare,12093,9.400382,83.26683,0.311382,22.48137,0,1,0,1,0,0,0.0149,0,3,4517.733,46
Westfield & Indiana,36.08756,-119.0352,6,Tulare,50208,10.82393,108.5712,0.5056305,30.17541,0,1,0,0,0,0,0.0087,0,0,6414.304,68
Prosperity Ave & J St,36.22564,-119.3521,6,Tulare,7279,8.892749,113.266,0.2448169,39.56566,1,1,0,1,0,1,0.0061,8750,20,6530.236,63
Bardsley Ave & Spruce St (East),36.1967,-119.3266,6,Tulare,19349,9.870396,202.9791,2.426161,58.19823,0,1,0,0,0,1,0.0083,47500,94,9662.235,61
Bardsley Ave & Laspina St,36.19671,-119.3221,6,Tulare,50791,10.83547,203.3053,1.339926,60.5684,0,2,0,1,0,1,0.0017,5000,18,7514.361,63
Bardsley Ave & Mooney Blvd,36.19673,-119.3132,6,Tulare,21767,9.98815,99.5445,0.1011392,31.39026,0,2,0,1,0,1,0.001,32500,20,4478.197,21
Bardsley Ave & Morrison St,36.19654,-119.3033,6,Tulare,19349,9.870396,8.140075,0.02511001,2.261378,0,1,0,1,0,0,0.0034,0,0,1564.221,2
Palm St & F St,36.29711,-119.1428,6,Tulare,9675,9.177301,67.6077,1.016958,22.64833,0,2,0,1,0,0,0.009,72500,278,9026.106,87
Bardsley Ave & K St,36.19657,-119.3435,6,Tulare,50791,10.83547,41.42501,0,11.64279,1,1,0,1,0,1,0.0329,40000,219,5513.296,31
Bardsley Ave & O St,36.19659,-119.3398,6,Tulare,44301,10.69876,69.22063,0,18.71504,0,1,1,1,0,1,0.0037,52500,47,5547.019,31
Demaree & Mill Creek,36.33317,-119.3319,6,Tulare,7256,8.889584,105.3667,1.547771,40.88382,0,1,1,0,0,0,0.0085,0,1,7023.006,61
Demaree & Mineral King,36.32763,-119.3318,6,Tulare,12093,9.400382,171.4089,1.48826,57.1198,0,1,1,1,0,1,0.0166,135000,223,7359.514,42
Demaree & Noble,36.32664,-119.3317,6,Tulare,14512,9.582731,238.974,1.882186,75.96721,1,1,0,1,0,1,0.0144,133750,253,7216.459,40
N. Alta Ave & North Way,36.54951,-119.3951,6,Tulare,43535,10.68132,110.7438,0,36.43506,1,0,0,0,0,0,0.0084,122500,100,6428.176,60
Demaree & Campus,36.32403,-119.3317,6,Tulare,91913,11.4286,283.901,2.199618,88.62073,0,1,0,0,0,1,0.0033,7500,15,7789.953,43
Demaree & Tulare,36.32006,-119.3317,6,Tulare,14559,9.585965,243.2183,2.764511,78.15784,0,1,1,1,0,1,0.0043,47500,141,6879.891,40
Demaree & Walnut,36.31282,-119.3317,6,Tulare,41252,10.62745,178.894,1.656673,64.77286,0,2,0,1,1,1,0.0126,87500,193,6728.572,45
Demaree & Whitendale,36.30554,-119.3316,6,Tulare,26692,10.19212,187.3358,0.4550183,72.85882,0,1,1,1,0,1,0.0038,2500,4,8283.18,68
